Facility ID,Facility_Name_,State_,Excess_Readmission_Ratio_READM30AMIHRRP,Excess_Readmission_Ratio_READM30CABGHRRP,Excess_Readmission_Ratio_READM30COPDHRRP,Excess_Readmission_Ratio_READM30HFHRRP,Excess_Readmission_Ratio_READM30HIPKNEEHRRP,Excess_Readmission_Ratio_READM30PNHRRP,Expected_Readmission_Rate_READM30AMIHRRP,Expected_Readmission_Rate_READM30CABGHRRP,Expected_Readmission_Rate_READM30COPDHRRP,Expected_Readmission_Rate_READM30HFHRRP,Expected_Readmission_Rate_READM30HIPKNEEHRRP,Expected_Readmission_Rate_READM30PNHRRP,Number_of_Readmissions_READM30AMIHRRP,Number_of_Readmissions_READM30CABGHRRP,Number_of_Readmissions_READM30COPDHRRP,Number_of_Readmissions_READM30HFHRRP,Number_of_Readmissions_READM30HIPKNEEHRRP,Number_of_Readmissions_READM30PNHRRP,Predicted_Readmission_Rate_READM30AMIHRRP,Predicted_Readmission_Rate_READM30CABGHRRP,Predicted_Readmission_Rate_READM30COPDHRRP,Predicted_Readmission_Rate_READM30HFHRRP,Predicted_Readmission_Rate_READM30HIPKNEEHRRP,Predicted_Readmission_Rate_READM30PNHRRP,Infection_Catheter_Associated_Urinary_Tract_Infections_(ICU_+_select_Wards),Infection_Catheter_Associated_Urinary_Tract_Infections_(ICU_+_select_Wards):_Lower_Confidence_Limit,Infection_Catheter_Associated_Urinary_Tract_Infections_(ICU_+_select_Wards):_Number_of_Urinary_Catheter_Days,Infection_Catheter_Associated_Urinary_Tract_Infections_(ICU_+_select_Wards):_Observed_Cases,Infection_Catheter_Associated_Urinary_Tract_Infections_(ICU_+_select_Wards):_Predicted_Cases,Infection_Catheter_Associated_Urinary_Tract_Infections_(ICU_+_select_Wards):_Upper_Confidence_Limit,Infection_Central_Line_Associated_Bloodstream_Infection_(ICU_+_select_Wards),Infection_Central_Line_Associated_Bloodstream_Infection_(ICU_+_select_Wards):_Lower_Confidence_Limit,Infection_Central_Line_Associated_Bloodstream_Infection_(ICU_+_select_Wards):_Observed_Cases,Infection_Central_Line_Associated_Bloodstream_Infection_(ICU_+_select_Wards):_Predicted_Cases,Infection_Central_Line_Associated_Bloodstream_Infection_(ICU_+_select_Wards):_Upper_Confidence_Limit,Infection_Central_Line_Associated_Bloodstream_Infection:_Number_of_Device_Days,Infection_Clostridium_Difficile_(C.Diff),Infection_Clostridium_Difficile_(C.Diff):_Lower_Confidence_Limit,Infection_Clostridium_Difficile_(C.Diff):_Observed_Cases,Infection_Clostridium_Difficile_(C.Diff):_Patient_Days,Infection_Clostridium_Difficile_(C.Diff):_Predicted_Cases,Infection_Clostridium_Difficile_(C.Diff):_Upper_Confidence_Limit,Infection_MRSA_Bacteremia,Infection_MRSA_Bacteremia:_Lower_Confidence_Limit,Infection_MRSA_Bacteremia:_Observed_Cases,Infection_MRSA_Bacteremia:_Patient_Days,Infection_MRSA_Bacteremia:_Predicted_Cases,Infection_MRSA_Bacteremia:_Upper_Confidence_Limit,Infection_SSI__Abdominal_Hysterectomy,Infection_SSI__Abdominal_Hysterectomy:_Lower_Confidence_Limit,Infection_SSI__Abdominal_Hysterectomy:_Number_of_Procedures,Infection_SSI__Abdominal_Hysterectomy:_Observed_Cases,Infection_SSI__Abdominal_Hysterectomy:_Predicted_Cases,Infection_SSI__Abdominal_Hysterectomy:_Upper_Confidence_Limit,Infection_SSI__Colon_Surgery,Infection_SSI__Colon_Surgery:_Lower_Confidence_Limit,Infection_SSI__Colon_Surgery:_Number_of_Procedures,Infection_SSI__Colon_Surgery:_Observed_Cases,Infection_SSI__Colon_Surgery:_Predicted_Cases,Infection_SSI__Colon_Surgery:_Upper_Confidence_Limit,ZIP Code,ADI_National_Rank,ADI_State_Rank
230270,BEAUMONT HOSPITAL - TAYLOR,MI,0.9551,,1.0036,1.0987,,1.0418,16.0035,,17.7139,21.2939,,18.3375,,,18.0,41.0,,34.0,15.2854,,17.7785,23.3947,,19.1031,0.67,0.17,4188.0,3.0,4.48,1.822,0.0,,0.0,2.363,1.268,2535.0,0.816,0.414,10.0,30475.0,12.256,1.454,1.313,0.334,3.0,30475.0,2.284,3.575,,,,,,,,,21.0,2.0,0.598,,48180,,
230273,DETROIT RECEIVING HOSPITAL,MI,1.0399,,1.0954,1.1079,,1.05,20.2911,,23.5665,22.4459,,20.7851,,,25.0,41.0,,35.0,21.0997,,25.8149,24.8674,,21.825,0.388,0.17,10862.0,7.0,18.04,0.768,1.245,0.655,11.0,8.832,2.165,7316.0,0.376,0.214,14.0,62192.0,37.275,0.615,1.579,0.77,9.0,62192.0,5.699,2.898,,,3.0,0.0,0.025,,1.175,0.197,54.0,2.0,1.702,3.882,48201,,
230277,HURON VALLEY-SINAI HOSPITAL,MI,0.9336,,1.0524,0.9779,1.2324,0.9804,15.8178,,19.6098,21.4526,4.7368,17.8539,17.0,,22.0,50.0,,27.0,14.7671,,20.6375,20.9792,5.8375,17.5048,0.477,0.024,2595.0,1.0,2.096,2.353,0.638,0.032,1.0,1.567,3.147,1856.0,1.202,0.669,13.0,26091.0,10.814,2.004,1.903,0.319,2.0,26819.0,1.051,6.287,,,66.0,1.0,0.517,,1.052,0.176,73.0,2.0,1.901,3.476,48382,,
230297,KARMANOS CANCER CENTER,MI,,,,,,0.9758,,,,,,23.4185,,,,,,,,,,,,22.8524,0.0,,1549.0,0.0,1.42,2.11,0.0,,0.0,1.183,2.532,1355.0,0.702,0.423,17.0,23308.0,24.209,1.101,1.705,0.542,4.0,23308.0,2.346,4.113,,,,,,,,,,,,,48201,,
230302,HENRY FORD HEALTH WEST BLOOMFIELD HOSPITAL,MI,1.1376,,1.0502,1.1525,,1.1289,14.1872,,17.3309,19.5361,,15.9013,32.0,,23.0,152.0,,79.0,16.1398,,18.2011,22.5146,,17.9507,0.0,,6563.0,0.0,6.509,0.46,1.093,0.401,5.0,4.573,2.423,5171.0,0.183,0.085,8.0,60634.0,43.725,0.347,1.194,0.379,4.0,64826.0,3.35,2.88,,,110.0,2.0,0.943,,0.281,0.014,130.0,1.0,3.558,1.386,48322,,
230303,MUNSON HEALTHCARE MANISTEE HOSPITAL,MI,,,,0.9743,,1.0316,,,,18.7557,,15.5044,,,,13.0,,,,,,18.2729,,15.9947,,,445.0,1.0,0.218,,,,0.0,0.043,,73.0,0.0,,0.0,3015.0,1.129,2.653,,,0.0,3015.0,0.055,,,,5.0,0.0,0.05,,,,,,,,49660,,
240001,NORTH MEMORIAL HEALTH HOSPITAL,MN,1.08,0.8939,1.0775,1.0662,,1.1675,12.3944,10.3826,16.5624,19.5637,,16.8506,28.0,,19.0,93.0,,61.0,13.3863,9.2808,17.8455,20.8597,,19.6729,1.644,1.15,16689.0,33.0,20.074,2.282,0.674,0.365,12.0,17.796,1.146,17659.0,0.272,0.143,11.0,91080.0,40.444,0.473,0.399,0.102,3.0,92396.0,7.516,1.086,,,12.0,1.0,0.122,,1.105,0.483,229.0,7.0,6.333,2.186,55422,,
240002,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,MN,0.9269,1.0722,0.9382,0.891,,0.9998,12.5599,10.6065,20.5152,19.9029,,16.2523,33.0,13.0,,62.0,,19.0,11.6422,11.3721,19.2475,17.7329,,16.2495,1.123,0.59,10052.0,11.0,9.797,1.952,0.278,0.071,3.0,10.789,0.757,12107.0,0.18,0.098,12.0,95249.0,66.514,0.307,0.762,0.242,4.0,101355.0,5.252,1.837,0.831,0.042,131.0,1.0,1.203,4.1,0.698,0.256,264.0,5.0,7.166,1.547,55805,,
240004,HENNEPIN COUNTY MEDICAL CENTER,MN,0.9709,,1.0509,1.0007,,0.9565,12.2336,,24.8485,21.5438,,18.0838,,,18.0,16.0,,13.0,11.8776,,26.1125,21.5579,,17.2969,0.713,0.414,14548.0,15.0,21.048,1.149,0.762,0.401,11.0,14.428,1.325,12805.0,0.294,0.18,18.0,94030.0,61.227,0.456,1.335,0.702,11.0,102456.0,8.237,2.321,,,88.0,1.0,0.724,,1.552,0.629,110.0,6.0,3.866,3.228,55415,,
240006,OLMSTED MEDICAL CENTER,MN,,,,0.9861,1.0049,1.0056,,,,16.3631,4.299,14.5485,,,,,,,,,,16.1362,4.3202,14.6297,,,567.0,0.0,0.285,,,,0.0,0.055,,91.0,2.453,0.624,3.0,4545.0,1.223,6.676,,,0.0,6578.0,0.132,,,,18.0,0.0,0.166,,,,9.0,0.0,0.215,,55904,,
240010,MAYO CLINIC HOSPITAL ROCHESTER,MN,0.7853,0.8719,0.9822,0.8609,1.0084,0.9299,14.2273,10.9043,19.7682,21.1511,6.2668,17.898,80.0,29.0,48.0,273.0,30.0,129.0,11.1727,9.5076,19.4168,18.2092,6.3193,16.6437,0.53,0.387,54718.0,42.0,79.32,0.709,0.55,0.403,43.0,78.169,0.734,73591.0,0.612,0.53,191.0,322858.0,312.11,0.704,0.368,0.187,10.0,340466.0,27.154,0.656,2.106,0.921,428.0,7.0,3.324,4.166,0.53,0.341,1484.0,22.0,41.513,0.789,55902,,
240014,NORTHFIELD HOSPITAL,MN,,,,0.9444,,1.0073,,,,17.2517,,13.6283,,,,,,,,,,16.2925,,13.7273,,,498.0,1.0,0.244,,,,0.0,0.119,,203.0,1.339,0.224,2.0,4419.0,1.494,4.423,,,0.0,5525.0,0.119,,,,12.0,0.0,0.108,,,,20.0,2.0,0.411,,55057,,
240018,MAYO CLINIC HEALTH SYSTEM IN RED WING,MN,,,,0.995,0.9555,1.0301,,,,18.9764,4.8555,14.9901,,,,14.0,,,,,,18.8812,4.6396,15.4411,,,362.0,0.0,0.258,,,,0.0,0.073,,97.0,0.527,0.026,1.0,5107.0,1.897,2.6,,,0.0,5604.0,0.183,,,,39.0,0.0,0.328,,,,8.0,0.0,0.222,,55066,,
240019,ESSENTIA HEALTH DULUTH,MN,,,,,,0.9775,,,,,,17.2591,,,,,,,,,,,,16.8703,,,480.0,0.0,0.464,,,,0.0,0.514,,608.0,0.0,,0.0,27897.0,6.857,0.437,0.0,,0.0,27897.0,1.131,2.649,,,49.0,0.0,0.463,,,,,,,,55805,,
240020,CAMBRIDGE MEDICAL CENTER,MN,,,,0.9596,0.896,1.0476,,,,17.2889,5.3827,13.6006,,,,,,12.0,,,,16.59,4.823,14.2473,,,691.0,0.0,0.377,,,,0.0,0.291,,479.0,0.471,0.024,1.0,7484.0,2.124,2.322,,,0.0,7484.0,0.144,,,,11.0,0.0,0.112,,,,10.0,0.0,0.211,,55008,,
240022,SANFORD WORTHINGTON MEDICAL CENTER,MN,,,0.9681,0.9896,,0.9935,,,19.1408,20.092,,15.5652,,,,11.0,,,,,18.5306,19.8834,,15.4645,,,280.0,0.0,0.152,,,,0.0,0.095,,165.0,2.095,0.533,3.0,3118.0,1.432,5.702,,,0.0,3717.0,0.073,,,,3.0,0.0,0.027,,,,10.0,1.0,0.267,,56187,,
240030,ALOMERE HEALTH,MN,,,0.9295,0.9988,0.8988,0.9709,,,15.7043,18.2728,4.876,14.2484,,,,22.0,12.0,,,,14.5975,18.2508,4.3823,13.8337,0.0,,1243.0,0.0,1.223,2.449,,,0.0,0.536,,609.0,1.079,0.395,5.0,9094.0,4.633,2.392,,,0.0,10402.0,0.469,,,,53.0,0.0,0.398,,,,15.0,0.0,0.308,,56308,,
240036,ST CLOUD HOSPITAL,MN,0.9233,0.9635,1.0371,0.8704,1.0513,0.8856,12.3888,10.2586,19.2223,19.4962,6.1279,17.1595,53.0,15.0,23.0,97.0,,48.0,11.4383,9.8846,19.9355,16.9702,6.4425,15.196,0.264,0.097,14622.0,5.0,18.926,0.586,0.775,0.431,13.0,16.784,1.291,15739.0,0.504,0.344,29.0,120603.0,57.517,0.715,0.152,0.008,1.0,128943.0,6.581,0.749,0.557,0.028,224.0,1.0,1.794,2.749,0.858,0.418,387.0,9.0,10.489,1.575,56303,,
240038,ALLINA UNITED HOSPITAL,MN,0.9975,0.9889,1.0343,0.9609,1.0778,0.8879,13.0347,10.0002,18.7335,19.2313,5.2767,15.4121,32.0,,17.0,102.0,19.0,28.0,13.0027,9.8888,19.3768,18.4797,5.6874,13.6847,0.283,0.09,11751.0,4.0,14.11,0.684,0.394,0.125,4.0,10.163,0.949,11125.0,0.474,0.313,25.0,123018.0,52.785,0.689,1.225,0.536,7.0,127378.0,5.712,2.424,2.496,0.635,138.0,3.0,1.202,6.793,1.034,0.452,258.0,7.0,6.77,2.045,55102,,
240040,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,MN,,,,1.0154,,1.016,,,,18.4503,,15.4014,,,,,,,,,,18.7349,,15.6478,,,510.0,2.0,0.277,,,,1.0,0.3,,518.0,0.337,0.017,1.0,13879.0,2.968,1.662,,,0.0,14292.0,0.407,,,,47.0,0.0,0.482,,,,19.0,1.0,0.537,,55746,,
240043,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN,MN,,,0.9122,0.9236,1.2134,0.943,,,19.4295,19.8624,6.284,15.8411,,,,44.0,,33.0,,,17.7245,18.3458,7.6248,14.9378,0.0,,2083.0,0.0,1.521,1.97,,,0.0,0.484,,619.0,0.417,0.132,4.0,16623.0,9.597,1.005,,,0.0,17672.0,0.678,,,,11.0,1.0,0.119,,,,13.0,0.0,0.334,,56007,,
240044,WINONA HEALTH SERVICES,MN,,,0.9393,0.9101,,0.9928,,,18.6611,16.6303,,13.4258,,,,,,,,,17.5291,15.1346,,13.3295,,,1564.0,0.0,0.861,,,,0.0,0.282,,462.0,0.0,,0.0,5394.0,2.107,1.422,,,0.0,5679.0,0.206,,,,1.0,0.0,0.007,,,,17.0,0.0,0.411,,55987,,
240047,ST LUKES HOSPITAL,MN,1.006,0.9678,0.9507,0.9863,0.8513,1.0635,11.561,9.3044,17.3735,18.7743,4.971,15.8799,19.0,,12.0,32.0,,30.0,11.6301,9.0045,16.5175,18.5167,4.2318,16.8885,0.399,0.101,6859.0,3.0,7.524,1.085,0.872,0.32,5.0,5.732,1.933,6288.0,0.891,0.552,19.0,41193.0,21.332,1.365,0.37,0.018,1.0,42924.0,2.705,1.823,,,17.0,0.0,0.12,,0.503,0.025,78.0,1.0,1.99,2.478,55805,,
240050,FAIRVIEW LAKES HEALTH SERVICES,MN,,,1.0322,1.0402,,0.9821,,,16.79,18.8536,,15.1514,,,,20.0,,11.0,,,17.3306,19.6106,,14.8795,,,598.0,1.0,0.293,,,,0.0,0.307,,531.0,0.202,0.01,1.0,12120.0,4.946,0.997,,,0.0,13027.0,0.431,,,,2.0,0.0,0.024,,,,35.0,1.0,0.885,,55092,,
240052,LAKE REGION HEALTHCARE CORPORATION,MN,,,,0.9413,0.9955,0.9988,,,,18.9294,4.6949,15.0979,,,,11.0,,15.0,,,,17.8186,4.6739,15.0797,,,633.0,0.0,0.502,,,,0.0,0.255,,323.0,0.32,0.016,1.0,4492.0,3.127,1.577,,,0.0,4912.0,0.124,,,,44.0,1.0,0.363,,,,26.0,2.0,0.616,,56537,,
240053,PARK NICOLLET METHODIST HOSPITAL,MN,1.1377,1.0784,1.0594,1.0747,1.2143,1.0746,11.3778,8.9961,16.1573,16.8268,5.2093,13.9413,34.0,,24.0,140.0,16.0,84.0,12.9446,9.7013,17.1171,18.0831,6.3258,14.9811,0.518,0.21,9150.0,6.0,11.589,1.077,0.394,0.125,4.0,10.155,0.95,9920.0,0.359,0.238,25.0,104214.0,69.549,0.523,0.0,,0.0,111296.0,5.518,0.543,1.149,0.193,243.0,2.0,1.74,3.798,0.395,0.1,313.0,3.0,7.6,1.074,55426,,
240056,RIDGEVIEW MEDICAL CENTER,MN,0.9862,,0.9803,0.963,0.8436,0.9893,11.4814,,17.0753,17.4979,3.9363,14.1259,,,,34.0,13.0,19.0,11.3224,,16.7386,16.8499,3.3207,13.9745,0.0,,1919.0,0.0,1.38,2.171,,,0.0,0.98,,1433.0,0.758,0.422,13.0,26010.0,17.153,1.263,0.0,,0.0,30147.0,1.215,2.466,,,22.0,0.0,0.169,,2.173,0.796,92.0,5.0,2.301,4.816,55387,,
240057,ABBOTT NORTHWESTERN HOSPITAL,MN,0.9163,0.9322,0.953,0.9482,0.8866,1.0253,12.2812,9.6652,16.9971,19.0591,4.4997,16.0422,46.0,,13.0,138.0,11.0,53.0,11.2534,9.0095,16.1989,18.0718,3.9896,16.4474,0.825,0.518,16795.0,20.0,24.251,1.251,0.9,0.572,21.0,23.342,1.352,22271.0,0.295,0.197,26.0,177148.0,88.146,0.426,0.421,0.154,5.0,183440.0,11.877,0.933,1.337,0.224,172.0,2.0,1.496,4.417,1.363,0.717,313.0,11.0,8.072,2.369,55407,,
240064,GRAND ITASCA CLINIC AND HOSPITAL,MN,,,,0.9604,,1.0777,,,,17.5057,,15.8884,,,,,,19.0,,,,16.8133,,17.1232,,,656.0,1.0,0.335,,,,0.0,0.211,,349.0,0.0,,0.0,6489.0,1.551,1.931,,,0.0,7183.0,0.163,,,,19.0,0.0,0.168,,,,16.0,2.0,0.406,,55744,,
240066,LAKEVIEW MEMORIAL HOSPITAL,MN,,,0.9624,0.9417,0.9822,1.0425,,,13.1081,16.5102,4.7116,13.2344,,,,23.0,,15.0,,,12.6147,15.5469,4.6278,13.7975,0.0,,1687.0,0.0,1.203,2.49,,,0.0,0.882,,1169.0,0.58,0.148,3.0,16135.0,5.172,1.579,,,0.0,17500.0,0.464,,,,68.0,0.0,0.541,,0.681,0.034,62.0,1.0,1.469,3.357,55082,,
240069,OWATONNA HOSPITAL,MN,,,,0.9527,1.0074,0.9217,,,,16.7116,4.1692,13.5986,,,,,,,,,,15.9205,4.2002,12.5335,,,403.0,0.0,0.219,,,,0.0,0.108,,185.0,1.56,0.262,2.0,7007.0,1.282,5.154,,,0.0,7658.0,0.143,,,,11.0,1.0,0.095,,,,2.0,0.0,0.041,,55060,,
240071,ALLINA HEALTH FARIBAULT MEDICAL CENTER,MN,,,,0.9735,,,,,,18.018,,,,,,,,,,,,17.5402,,,,,246.0,0.0,0.134,,,,0.0,0.086,,150.0,,,0.0,5044.0,0.959,,,,1.0,5455.0,0.124,,,,2.0,0.0,0.013,,,,10.0,0.0,0.264,,55021,,
240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,MN,0.9921,,0.949,0.9908,,1.0276,12.9435,,15.7454,19.0893,,15.2179,,,,37.0,,17.0,12.8412,,14.9426,18.9145,,15.6386,0.682,0.034,1544.0,1.0,1.466,3.364,0.0,,0.0,1.512,1.981,1787.0,0.26,0.044,2.0,24386.0,7.694,0.859,,,1.0,25043.0,0.754,,,,67.0,1.0,0.54,,0.778,0.039,50.0,1.0,1.286,3.835,56401,,
240076,BUFFALO HOSPITAL,MN,,,,0.9773,0.7959,0.9798,,,,18.3528,6.0095,15.7905,,,,16.0,,,,,,17.937,4.7829,15.4722,,,616.0,0.0,0.338,,,,0.0,0.341,,575.0,0.0,,0.0,9064.0,1.743,1.719,,,0.0,9893.0,0.181,,,,9.0,0.0,0.087,,,,38.0,0.0,0.928,,55313,,
240078,M HEALTH FAIRVIEW SOUTHDALE HOSPITAL,MN,0.9804,0.9162,0.9918,0.8672,1.0251,0.969,12.4395,9.8005,20.0853,19.5026,5.5947,16.1812,32.0,,19.0,79.0,,62.0,12.1955,8.9791,19.9212,16.9129,5.7349,15.6791,0.789,0.401,10079.0,10.0,12.667,1.407,0.688,0.301,7.0,10.172,1.361,9864.0,0.395,0.23,15.0,85602.0,37.956,0.637,0.443,0.074,2.0,95127.0,4.517,1.463,2.446,0.777,211.0,4.0,1.635,5.901,0.817,0.331,291.0,6.0,7.342,1.7,55435,,
240080,M HEALTH FAIRVIEW UNIVERSITY OF MN,MN,1.0205,0.9601,1.0144,0.9446,0.9912,0.9531,14.0112,12.8353,18.9119,22.4787,5.7126,18.6497,12.0,,,43.0,,29.0,14.299,12.3236,19.185,21.2325,5.6623,17.7757,0.695,0.418,19112.0,17.0,24.462,1.09,1.174,0.919,68.0,57.921,1.479,50289.0,0.537,0.408,55.0,166794.0,102.473,0.693,0.448,0.182,6.0,192069.0,13.396,0.932,0.582,0.098,374.0,2.0,3.435,1.924,0.853,0.396,326.0,8.0,9.38,1.62,55454,,
240084,ESSENTIA HEALTH VIRGINIA,MN,,,,0.9982,,1.0259,,,,18.4971,,13.9865,,,,,,,,,,18.4641,,14.349,,,862.0,0.0,0.685,,,,0.0,0.589,,745.0,0.0,,0.0,8412.0,3.932,0.762,,,1.0,8412.0,0.217,,,,5.0,0.0,0.038,,0.0,,50.0,0.0,1.226,2.444,55792,,
240088,CENTRACARE- RICE MEMORIAL HOSPITAL,MN,,,,1.0466,,1.0016,,,,18.4686,,14.7958,,,,19.0,,13.0,,,,19.3295,,14.8198,,,929.0,0.0,0.882,,,,1.0,0.485,,572.0,1.006,0.319,4.0,10186.0,3.978,2.425,,,0.0,11177.0,0.311,,,,38.0,2.0,0.32,,,,35.0,1.0,0.801,,56201,,
240093,MAYO CLINIC HEALTH SYSTEM - MANKATO,MN,0.9345,,0.9068,0.8565,0.7928,0.8652,14.1096,,22.0252,20.0631,5.9399,16.6788,18.0,,14.0,57.0,,39.0,13.1861,,19.9733,17.1837,4.7095,14.43,0.454,0.076,4417.0,2.0,4.407,1.499,1.808,0.662,5.0,2.766,4.007,3110.0,0.566,0.335,16.0,42091.0,28.245,0.9,0.0,,0.0,45238.0,1.691,1.772,,,22.0,1.0,0.173,,1.506,0.552,121.0,5.0,3.319,3.339,56002,,
240100,SANFORD BEMIDJI MEDICAL CENTER,MN,0.9634,,0.9198,0.8972,,0.956,12.5555,,21.6076,20.5105,,16.5155,13.0,,,27.0,,35.0,12.0956,,19.8744,18.4028,,15.788,2.11,0.537,2038.0,3.0,1.422,5.742,0.864,0.043,1.0,1.158,4.259,1690.0,0.685,0.3,7.0,26039.0,10.214,1.356,0.0,,0.0,28637.0,1.047,2.861,,,34.0,1.0,0.304,,0.878,0.044,43.0,1.0,1.139,4.33,56601,,
240101,ESSENTIA HEALTH ST MARYS - DETROIT LAKES,MN,,,0.9678,1.0192,,0.9339,,,15.9265,19.2434,,13.8975,,,,18.0,,,,,15.413,19.6132,,12.9785,,,595.0,0.0,0.304,,,,0.0,0.162,,263.0,0.595,0.1,2.0,7147.0,3.363,1.965,,,0.0,7966.0,0.299,,,,63.0,0.0,0.458,,,,23.0,0.0,0.525,,56501,,
240104,ST FRANCIS REGIONAL MEDICAL CENTER,MN,,,0.9803,0.9571,1.0452,1.0272,,,15.522,18.6072,5.5402,14.576,,,,21.0,,19.0,,,15.216,17.8084,5.7904,14.9724,0.909,0.045,1837.0,1.0,1.1,4.484,0.0,,0.0,1.081,2.771,1749.0,0.419,0.133,4.0,25318.0,9.547,1.011,1.925,0.323,2.0,27082.0,1.039,6.36,,,28.0,1.0,0.249,,0.467,0.023,85.0,1.0,2.143,2.301,55379,,
240106,REGIONS HOSPITAL,MN,1.0734,1.0592,1.0286,0.9777,1.0556,0.9692,11.7868,9.6972,18.106,18.6479,6.9565,15.4708,38.0,,28.0,69.0,,30.0,12.6524,10.2712,18.6237,18.2325,7.3432,14.994,0.598,0.332,15775.0,13.0,21.75,0.996,0.661,0.358,12.0,18.142,1.125,17763.0,0.373,0.281,51.0,149391.0,136.73,0.487,0.694,0.322,8.0,155821.0,11.528,1.318,0.814,0.041,145.0,1.0,1.228,4.016,0.441,0.14,340.0,4.0,9.065,1.064,55101,,
240115,MERCY HOSPITAL,MN,0.9826,1.1478,1.0535,0.8974,0.8473,0.9141,12.8432,10.9212,17.7081,18.5337,4.4638,15.2702,34.0,15.0,31.0,116.0,17.0,51.0,12.6197,12.5351,18.655,16.6325,3.7821,13.9582,0.552,0.224,13194.0,6.0,10.865,1.149,0.624,0.253,6.0,9.616,1.298,12601.0,0.399,0.259,23.0,143265.0,57.666,0.589,0.712,0.226,4.0,147257.0,5.616,1.718,4.721,1.913,165.0,6.0,1.271,9.819,0.467,0.148,322.0,4.0,8.562,1.127,55433,,
240141,FAIRVIEW NORTHLAND REGIONAL HOSPITAL,MN,,,,1.0021,,,,,,17.8227,,,,,,,,,,,,17.8597,,,,,636.0,0.0,0.323,,,,0.0,0.377,,623.0,0.0,,0.0,6618.0,1.34,2.236,,,0.0,7188.0,0.145,,,,1.0,0.0,0.006,,,,15.0,1.0,0.357,,55371,,
240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,MN,,,0.9494,0.9501,,0.948,,,16.6568,19.2745,,16.1142,,,,12.0,,12.0,,,15.8135,18.3125,,15.2755,,,312.0,0.0,0.246,,,,0.0,0.147,,195.0,0.565,0.028,1.0,4377.0,1.769,2.788,,,0.0,4623.0,0.12,,,,3.0,0.0,0.021,,,,3.0,0.0,0.059,,56031,,
240187,HUTCHINSON HEALTH,MN,,,,1.0131,,0.9593,,,,15.1419,,14.3077,,,,,,,,,,15.3407,,13.7257,,,335.0,0.0,0.241,,,,0.0,0.163,,234.0,0.868,0.146,2.0,7007.0,2.304,2.868,,,0.0,7520.0,0.167,,,,,,,,,,14.0,0.0,0.356,,55350,,
240207,M HEALTH FAIRVIEW RIDGES HOSPITAL,MN,1.0289,,0.9777,0.9296,,0.9338,12.9224,,18.1295,18.0236,,15.4819,,,16.0,54.0,,43.0,13.2961,,17.7257,16.7541,,14.4563,0.884,0.225,4726.0,3.0,3.395,2.405,0.791,0.201,3.0,3.793,2.153,5513.0,0.516,0.262,10.0,44066.0,19.398,0.919,0.52,0.026,1.0,51055.0,1.924,2.563,,,82.0,1.0,0.545,,1.166,0.37,133.0,4.0,3.432,2.811,55337,,
240210,M HEALTH FAIRVIEW ST JOHN'S HOSPITAL,MN,0.9864,0.9484,0.9458,1.0491,,0.9877,14.2815,9.5538,18.5421,18.8545,,16.2868,13.0,,,90.0,,36.0,14.0868,9.0609,17.537,19.7808,,16.087,0.866,0.379,7685.0,7.0,8.079,1.714,0.342,0.087,3.0,8.782,0.93,9690.0,0.356,0.174,9.0,58542.0,25.284,0.653,0.0,,0.0,67722.0,3.75,0.799,,,66.0,2.0,0.574,,0.361,0.06,206.0,2.0,5.543,1.192,55109,,
240213,M HEALTH FAIRVIEW WOODWINDS HOSPITAL,MN,,,0.9785,0.9661,0.9242,1.0855,,,16.4967,18.4347,6.5063,15.1161,,,,32.0,,28.0,,,16.1428,17.8102,6.0132,16.4087,1.992,0.507,1928.0,3.0,1.506,5.421,0.0,,0.0,1.217,2.462,1808.0,0.263,0.067,3.0,28172.0,11.396,0.716,0.0,,0.0,32256.0,1.212,2.472,,,48.0,1.0,0.388,,,,28.0,0.0,0.687,,55125,,
240214,MAPLE GROVE HOSPITAL,MN,,,,1.0063,1.0311,0.9185,,,,17.4851,5.1816,14.0929,,,,27.0,,11.0,,,,17.596,5.3427,12.944,1.881,0.478,1906.0,3.0,1.595,5.119,0.0,,0.0,1.904,1.573,1955.0,0.142,0.024,2.0,33048.0,14.052,0.47,0.0,,0.0,51034.0,1.696,1.766,,,118.0,0.0,0.903,,1.43,0.24,54.0,2.0,1.399,4.723,55369,,
250001,UNIVERSITY OF MISSISSIPPI MED CENTER,MS,1.0494,1.0491,1.0204,1.0188,0.8763,0.9988,14.2168,11.3832,21.2221,20.039,6.2173,17.1,14.0,,21.0,74.0,,31.0,14.9186,11.9421,21.6559,20.416,5.4481,17.0791,0.816,0.602,32339.0,45.0,55.16,1.082,0.832,0.602,40.0,48.095,1.121,37849.0,0.203,0.13,22.0,213213.0,108.397,0.302,0.61,0.347,14.0,247385.0,22.941,1.0,2.771,1.457,405.0,11.0,3.969,4.817,1.405,0.882,425.0,20.0,14.237,2.131,39216,,
